date,portfolio_value,portfolio_return,w_SGOV,w_BLOK,w_FNDA,w_PAVE,w_PICK,w_SMIN,w_KCE,w_XLF,w_DIV,w_VNQ,w_XLY,w_AMLP,w_KSA,w_MLPA,w_UAE,w_XLP,w_EWI,w_EWW,w_FEZ,w_XHB,w_ARKF,w_IGV,w_IXN,w_QQQM,w_XLK,w_FDN,w_SMH,w_VUG,w_TMFC,w_XLC,w_EWS,w_GDX,w_GLDM,w_SLV,w_ARKQ,w_ARKW,w_EIS,w_EWP,w_AVDV,w_EWY,drawdown
2021-10-19,1.0430176099934612,0.00011792115905713291,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011714428928179976
2021-10-20,1.0437091966662742,0.0006630632754296651,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011059133060365323
2021-10-21,1.0369125084001851,-0.006512051716894374,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017499167130826554
2021-10-22,1.0392150718178041,0.002220595661606573,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015317430043832458
2021-10-25,1.043295380169702,0.003926336773350059,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011451234659336729
2021-10-26,1.0451705275590453,0.0017973312496008642,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009674485071635597
2021-10-27,1.0270679249070158,-0.01732023834838461,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026827159032681513
2021-10-28,1.0361374478920067,0.00883049968268841,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018233556569318576
2021-10-29,1.034281718584905,-0.001791006888977176,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01999190703286946
2021-11-01,1.0468484947533654,0.01215024489232417,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008084568706859252
2021-11-02,1.0452358194582547,-0.0015405049567279064,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009612619345421236
2021-11-03,1.0544586646412197,0.00882369797443916,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000873740220829311
2021-11-04,1.0460199774638184,-0.00800286199959539,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008869609798013989
2021-11-05,1.0521604262463318,0.005870297809609237,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0030513792393740413
2021-11-08,1.061146036672561,0.008540152435010362,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-11-09,1.0559538071605323,-0.004893039537055599,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004893039537055444
2021-11-10,1.0428362261314437,-0.012422495132019052,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017254750909244665
2021-11-11,1.0583780083565035,0.014903377764996062,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002608527215289924
2021-11-12,1.0616811573616078,0.0031209539304710267,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-11-15,1.057735678261071,-0.0037162561218867076,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003716256121886752
2021-11-16,1.0533610900208303,-0.0041358047479617575,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007836691160134857
2021-11-17,1.0447608798702754,-0.0081645413258856,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015937249497185335
2021-11-18,1.0394120374500968,-0.005119680994222264,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.020975336858056526
2021-11-19,1.0317963455718093,-0.0073269229178549505,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028148575099576467
2021-11-22,1.0338384092539787,0.001979134439595054,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02622515047438656
2021-11-23,1.0475307794058581,0.013244207246817165,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013328274555531205
2021-11-24,1.042999331016531,-0.004325837940434885,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017596456540213135
2021-11-26,1.0053879450332182,-0.03606079588436167,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05302271019699023
2021-11-29,1.0105914599264512,0.00517562888926515,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048121507178407574
2021-11-30,0.9969268363332334,-0.013521412098823961,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06099224854785579
2021-12-01,0.9858329559115891,-0.011128078829182963,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07144160082722917
2021-12-02,1.011166002103134,0.025697098113462238,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04758034453960691
2021-12-03,0.9961058958819119,-0.01489380199680206,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06176549430589651
2021-12-06,1.0089709844385675,0.012915382400447829,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04964783688356189
2021-12-07,1.0264439167901958,0.017317576641067634,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03319004046278873
2021-12-08,1.0295236866786266,0.003000426850462157,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030289197900899012
2021-12-09,1.02213496646634,-0.007176833624997614,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0372486509919272
2021-12-10,1.0244570713804821,0.002271818292421624,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03506145486619694
2021-12-13,1.0128306414953663,-0.011348869767133386,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04601241674820744
2021-12-14,1.0139639761651298,0.0011189774709918113,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04494492613494283
2021-12-15,1.0184276697741128,0.004402221098489889,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04074056253855407
2021-12-16,1.0180500747941903,-0.00037076268755167343,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04109622014564662
2021-12-17,1.007938223292323,-0.009932567908225366,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05062059705650401
2021-12-20,0.9894933377993997,-0.018299619030891747,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06799387844614535
2021-12-21,1.0124255334041006,0.023175694801241552,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04639398902012426
2021-12-22,1.0234299241851743,0.010869333514410018,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036028927245437714
2021-12-23,1.0316711286039162,0.008052534154014834,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02826651725859941
2021-12-27,1.041434491321348,0.009463638602200541,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01907038276027706
2021-12-28,1.041195271744424,-0.00022970199174088252,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019295704247114576
2021-12-29,1.0422339077951221,0.0009975420354704002,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01831741048773461
2021-12-30,1.041306094578148,-0.000890215919895443,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01919131995720258
2021-12-31,1.0431296716790424,0.001751240207263982,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0174736883610781
2022-01-03,1.0515386364520494,0.00836379336883093,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009553264498697311
2022-01-04,1.0530726036798836,0.0014587835146125275,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008108417128846246
2022-01-05,1.0327432369153327,-0.019304810222496995,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027256695897466043
2022-01-06,1.0365894328821155,0.0037242519043462433,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023633954794721967
2022-01-07,1.0355399520760729,-0.0010124363347258083,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024622463254880267
2022-01-10,1.0320298748414325,-0.0033896106351120284,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02792861332668084
2022-01-11,1.0426010518131268,0.010243092016419198,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017971596666457867
2022-01-12,1.0441723819322508,0.001507125008546173,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01649155710069139
2022-01-13,1.0354695631410196,-0.008334657133074685,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0246887627597413
2022-01-14,1.0305601998080625,-0.004741195210088822,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029312903726090744
2022-01-18,1.0125584272293593,-0.01746794857986549,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04626881601094235
2022-01-19,1.0010657675348604,-0.011350120037957812,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05709377943316163
2022-01-20,0.9904098851111734,-0.01064453782085395,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06713058035950381
2022-01-21,0.972440003840793,-0.018143883194747534,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08405645414541285
2022-01-24,0.9677247999562641,-0.00484883783668446,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08849771586681954
2022-01-25,0.9635442283046621,-0.004320000532993396,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0924354062200996
2022-01-26,0.9542723226317499,-0.009622708953615944,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10116863616265026
2022-01-27,0.9453990720809656,-0.009298446932122163,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10952637190021886
2022-01-28,0.9645995899169277,0.020309431649534873,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.091441358614613
2022-01-31,0.985511429511617,0.021679295547378487,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07174444730589447
2022-02-01,0.9885151888239961,0.003047919306088387,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06891519928585432
2022-02-02,0.9913126593217537,0.0028299721940393766,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0662802551895405
2022-02-03,0.9768641798258817,-0.014575098340575531,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07988931229269014
2022-02-04,0.9811847821953606,0.004422930494031486,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07581972667414516
2022-02-07,0.9807382898137768,-0.00045505432787587026,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0762402789072596
2022-02-08,0.9827736902336822,0.0020753757052678124,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0743231304245987
2022-02-09,0.996062863820899,0.01352210963650946,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06180602630621923
2022-02-10,0.9787159041648227,-0.017415526957338213,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07814516874629551
2022-02-11,0.9642377768946448,-0.01479298252799166,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09178215115837629
2022-02-14,0.9558096927984333,-0.008740669882644948,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09972058355662683
2022-02-15,0.9726576915103272,0.017626938541046,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08385141361321091
2022-02-16,0.9765362552603384,0.003987593768974041,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0801981852186806
2022-02-17,0.9590605571954953,-0.01789559575561701,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09665858667129001
2022-02-18,0.9534815052676286,-0.005817205061775299,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1019135089134171
2022-02-22,0.9391914882842715,-0.014987198917241895,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11537330980021954
2022-02-23,0.9236721322075377,-0.016524166019737562,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12999102809457164
2022-02-24,0.925949270176459,0.002465309810180183,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1278461864411884
2022-02-25,0.9519363489333732,0.028065337480056442,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10336889532914229
2022-02-28,0.9471126042187201,-0.005067297535237537,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10791239191585822
2022-03-01,0.9301295330862562,-0.01793141708474402,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12390878689254647
2022-03-02,0.949937590457679,0.02129602024967192,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10525153067765058
2022-03-03,0.942864849325165,-0.007445479791052679,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11191336232406546
2022-03-04,0.931837471696176,-0.011695607951533661,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12230007546531896
2022-03-07,0.9034811420192576,-0.030430553114914827,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1490089696378284
2022-03-08,0.9061055270635534,0.002904748004402702,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14653705514061932
2022-03-09,0.9300896648723929,0.02646947523492731,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12394633885773576
2022-03-10,0.9278449574770483,-0.0024134311777913586,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12606063407695478
2022-03-11,0.9187683576391724,-0.009782453161739936,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1346099049902978
2022-03-14,0.9149484207782942,-0.004157671331535374,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1382079125789143
2022-03-15,0.9299723937076771,0.016420568185256813,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12405679684590165
2022-03-16,0.9508551118706102,0.02245520222345143,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10438731508281851
2022-03-17,0.9584899890381012,0.00802948532555181,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09719600617189794
2022-03-18,0.9664078129652287,0.008260726786592178,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08973818903703978
2022-03-21,0.9595609713010841,-0.007084836827981023,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0961872454384548
2022-03-22,0.9688667080760569,0.009697910871004868,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08742214990063957
2022-03-23,0.9578516703132816,-0.01136899190668721,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09779724009264112
2022-03-24,0.9670662224415442,0.009620019898538957,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08911803158981557
2022-03-25,0.9709348581533346,0.004000383450497647,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08547415443803075
2022-03-28,0.979592984011761,0.008917308700702821,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07731904515838339
2022-03-29,0.9994050900344136,0.02022483454456299,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.058657975509292304
2022-03-30,0.9896071979910362,-0.009803724376708867,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06788663326161237
2022-03-31,0.9785588583857465,-0.011164368678520687,0.0,,,,,0.2,0.2,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07829309053805678
2022-04-01,0.9833669816933627,0.005416181886017225,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.07376430779167664
2022-04-04,0.9907937022648552,0.007552338760351285,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.06676906207219091
2022-04-05,0.9863420777266335,-0.004492988326475667,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.07096205778220654
2022-04-06,0.9892800992357751,0.0029787044226210037,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.06819472835493967
2022-04-07,0.9952837587219812,0.006068715514285561,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.0625398672466142
2022-04-08,1.001526452885852,0.006272275729573896,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.056659858808502106
2022-04-11,1.000922502852289,-0.0006030295373854026,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.0572287207774419
2022-04-12,1.0118571706687018,0.010924589851115064,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.046929331228524385
2022-04-13,1.0162266024362225,0.004318229780032134,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.042813753084160244
2022-04-14,1.0127705701238903,-0.0034008481022312687,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.04606899811546594
2022-04-18,1.014992410753551,0.0021938242433219737,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.04397624115707521
2022-04-19,1.0194702259491841,0.004411673573311315,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.03975857640473002
2022-04-20,1.0315691916764516,0.011867895127591944,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.028362531892331733
2022-04-21,1.0187651653927334,-0.012412183678062029,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.04042267461497129
2022-04-22,1.0063937806574397,-0.012143509766084826,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.052075311237097965
2022-04-25,0.9969926681729323,-0.009341385713220495,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.06093024138191683
2022-04-26,0.9858274296831616,-0.01119891735034706,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.07144680599489106
2022-04-27,0.9933696562347476,0.007650656011884394,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.06434276491882152
2022-04-28,1.0094825024451897,0.016220392991986323,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.04916603686000931
2022-04-29,0.9935078050358739,-0.015824640219737864,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.06421264223540724
2022-05-02,0.9911669305080035,-0.002356171251000694,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.06641751750482205
2022-05-03,0.9988637663287714,0.0077654283893661144,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.05916784959143895
2022-05-04,1.01797143939074,0.019129408540062398,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.04117028701864811
2022-05-05,1.001156952694814,-0.016517640913373245,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.057007891914746756
2022-05-06,1.0064414343538022,0.005278374829005551,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.05203042610747877
2022-05-09,0.9810101738726903,-0.025268495128522164,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.07598419066736917
2022-05-10,0.9703508894110224,-0.010865620709710578,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.08602419598135369
2022-05-11,0.9553506990588488,-0.015458521773786704,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.1001529108484902
2022-05-12,0.9369368259351732,-0.019274464489130286,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.11749698161398825
2022-05-13,0.9651692930314403,0.030132732874585913,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.09090475389994668
2022-05-16,0.9672167492014004,0.002121344084134025,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.08897625007771792
2022-05-17,0.9739657570222439,0.006977761526995585,0.0,,,,,,,,,,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,-0.08261934360533085
