date,portfolio_value,portfolio_return,w_SGOV,w_BLOK,w_FNDA,w_PAVE,w_PICK,w_SMIN,w_KCE,w_XLF,w_SPYD,w_VNQ,w_DIV,w_XLY,w_KSA,w_MLPA,w_UAE,w_XLP,w_AMLP,w_EWI,w_EWW,w_FEZ,w_XHB,w_EWP,w_EPOL,w_URA,w_XLC,w_IGV,w_IXN,w_XLK,w_ARKF,w_QQQM,w_FDN,w_QTEC,w_SMH,w_XME,w_VUG,w_TMFC,w_INDA,w_EIS,w_ARKQ,w_EWS,w_GLDM,w_SLV,w_GDX,w_CIBR,w_ARKW,w_AVDV,w_EWY,w_EZA,w_SLVP,drawdown
2021-09-21,0.9699350985362976,-0.0010515316682468522,0.0,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05916812982225028
2021-09-22,0.9864522569787075,0.01702913779214246,0.0,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04314657426575419
2021-09-23,1.00181267384221,0.015571373834703374,0.0,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028247051868629636
2021-09-24,0.9989575838127154,-0.0028499240467227517,0.0,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031016473962982904
2021-09-27,1.0076135145254765,0.008664963210674205,0.0,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022620267358122836
2021-09-28,0.9874509289909618,-0.020010237302156522,0.0,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042177867742605124
2021-09-29,0.9882169404851097,0.0007757463906896466,0.0,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041434840680583784
2021-09-30,0.9811537687652689,-0.007147389839698027,0.0,,0.2,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048286079560991846
2021-10-01,0.9961073236646151,0.015342320513863727,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03378121109815524
2021-10-04,0.9884050259433779,-0.007732397441774542,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041252398789654476
2021-10-05,1.0001955614714924,0.011928850237139433,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029815642239599538
2021-10-06,0.9980226934239993,-0.002172443201303831,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03192331265162751
2021-10-07,1.0110384841748876,0.013041577948727935,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01929806507322751
2021-10-08,1.0141126225990986,0.0030405750842608555,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01631616720480278
2021-10-11,1.011591073263265,-0.002486458880051368,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018762056606019373
2021-10-12,1.0125710871578768,0.0009687846408631851,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017811448357426984
2021-10-13,1.015657598828242,0.00304819257582063,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014817548506254163
2021-10-14,1.0331435772578426,0.01721641077640155,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-10-15,1.040916564478255,0.0075236272978082,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-10-18,1.0429779910453354,0.00198039558349592,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-10-19,1.0431009802189106,0.00011792115905713291,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-10-20,1.0437926221714584,0.0006630632754296651,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-10-21,1.0369953906341651,-0.006512051716894374,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006512051716894285
2021-10-22,1.0392981380997135,0.002220595661606573,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004305916689078315
2021-10-25,1.0433787725978085,0.003926336773350059,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0003964863947676367
2021-10-26,1.045254069870969,0.0017973312496008642,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-10-27,1.0271500202461847,-0.01732023834838461,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017320238348384587
2021-10-28,1.036220268174042,0.00883049968268841,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008642685024935703
2021-10-29,1.0343643905352446,-0.001791006888977176,0.0,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01041821280549382
2021-11-01,1.0495470552189108,0.014779733356634185,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-11-02,1.0477172080110868,-0.00174346371487113,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0017434637148711074
2021-11-03,1.0582319612592839,0.010035869572246092,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-11-04,1.0503794716170458,-0.007420386011488223,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0074203860114882
2021-11-05,1.0590086422772667,0.008215288753631445,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-11-08,1.065967471465649,0.006571078752878168,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-11-09,1.0621758598891935,-0.0035569674290738098,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003556967429073854
2021-11-10,1.0496099077267769,-0.011830387638189733,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01534527476376124
2021-11-11,1.0659447339287709,0.015562759156277074,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1330422819487715e-05
2021-11-12,1.0683822580019395,0.002286726502399961,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-11-15,1.0656993660032295,-0.0025111723623410633,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0025111723623411075
2021-11-16,1.0603297587531613,-0.005038576001228346,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007537095630769652
2021-11-17,1.0530828990327976,-0.006834533936768095,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014320117031664692
2021-11-18,1.0475813030522343,-0.005224276251771154,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019469581036104633
2021-11-19,1.0395373236571586,-0.007678620620317234,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02699870213000921
2021-11-22,1.0405607799720937,0.0009845306095741966,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026040752569100878
2021-11-23,1.0530134802284776,0.011967297342033101,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014385092656072573
2021-11-24,1.0490828448147471,-0.003732749378362921,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01806414608876572
2021-11-26,1.0127297060918306,-0.034652305013467166,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05209048680215722
2021-11-29,1.017847374245468,0.005053340612853919,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04730037716180413
2021-11-30,1.0035054620846597,-0.014090434895938909,0.0,,0.2,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06072432917279125
2021-12-01,0.9910016837811914,-0.012262552406194116,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07242779786091103
2021-12-02,1.0166519036763055,0.025883124433497565,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048419331131891674
2021-12-03,1.004712136948565,-0.011744203384231435,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.059594888043581595
2021-12-06,1.0168096757306948,0.01204080087941566,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04827165734452987
2021-12-07,1.0321063592510538,0.015043802085544167,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03395404451841799
2021-12-08,1.0359604778727372,0.0037342262133527983,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030346610388155226
2021-12-09,1.0269358982231764,-0.008711316543746885,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03879356800278111
2021-12-10,1.0299013520769842,0.002887671819573812,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03601791927630971
2021-12-13,1.020916694841833,-0.008723803708997946,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04442750972753473
2021-12-14,1.0187422381397524,-0.0021299061060189974,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.046462789409309924
2021-12-15,1.0260382518437676,0.007161785808879229,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.039633760146263186
2021-12-16,1.0232646065896123,-0.0027032571633378135,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.042229877063575616
2021-12-17,1.0133919284869677,-0.009648216149631917,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05147065023132569
2021-12-20,0.9956397427347504,-0.01751759142064804,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06808659983106635
2021-12-21,1.0163936345980695,0.020844780468800738,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04866106958861127
2021-12-22,1.027272445193968,0.010703343887233797,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03847856186310494
2021-12-23,1.034298426444516,0.006839452652914435,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03190228151220531
2021-12-27,1.046273627136801,0.011578090409989762,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02069355860184874
2021-12-28,1.0477412377671322,0.001402702497956976,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01931988301023413
2021-12-29,1.0498493305369305,0.0020120356952742172,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017346719609205086
2021-12-30,1.0503827412867954,0.0005080831452187074,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01684745003984467
2021-12-31,1.0504103880001618,2.632060893590366e-05,0.0,,0.2,,,0.2,0.2,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016821572866052792
2022-01-03,1.0589839642771812,0.00836379336883093,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008796751962480864
2022-01-04,1.0605287926265077,0.0014587835146125275,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007350801004613494
2022-01-05,1.0400554855493591,-0.019304810222496995,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02651370540873299
2022-01-06,1.0439289141720423,0.0037242519043462433,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02288819722224633
2022-01-07,1.0428720026084637,-0.0010124363347258083,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023877460714467946
2022-01-10,1.0393370725773614,-0.0033896106351120284,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0271861360548028
2022-01-11,1.049983097847847,0.010243092016419198,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01722151413156381
2022-01-12,1.0515655536331643,0.001507125008546173,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01574034409765046
2022-01-13,1.04280111529068,-0.008334657133074685,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02394381085951458
2022-01-14,1.0378569916377884,-0.004741195210088822,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028571483788245033
2022-01-18,1.0197277590746057,-0.01746794857986549,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045540347158447014
2022-01-19,1.0081537266030711,-0.011350120037957812,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056373578789586265
2022-01-20,0.9974223961310099,-0.01064453782085395,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06641804591891753
2022-01-21,0.9793252806797836,-0.018143883194747534,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08335684784648889
2022-01-24,0.9745766912044019,-0.00484883783668446,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08780150184538849
2022-01-25,0.9703665193789559,-0.004320000532993396,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0917421998436122
2022-01-26,0.9610289647846388,-0.009622708953615944,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10048210030936866
2022-01-27,0.9520928879553566,-0.009298446932122163,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.108846219764136
2022-01-28,0.9714293533872942,0.020309431649534873,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09074739297521106
2022-01-31,0.9924892574427762,0.021679295547378487,0.0,,,,,0.2,0.2,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07103543698029624
2022-02-01,0.9975327891412983,0.005383314025910258,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06631471865991301
2022-02-02,1.002927453404885,0.005408006957075196,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06126534216270707
2022-02-03,0.9965261452160218,-0.006382623356386552,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06725693191526894
2022-02-04,0.9988087638678098,0.0022905757794174702,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06512041323509454
2022-02-07,0.999709386535736,0.0009016968017367068,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06427743530169971
2022-02-08,0.9968615814257848,-0.002848632961044406,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06694296544189227
2022-02-09,1.0056777094131537,0.008843883796544105,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05869111745271227
2022-02-10,0.9932036719139365,-0.012403613386734215,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07036674890932759
2022-02-11,0.9895802485233308,-0.0036482178762219154,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.073758253554287
2022-02-14,0.9761068694471594,-0.013615246561637286,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0863692633078269
2022-02-15,0.9891739079625562,0.013386893304825965,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07413858611571922
2022-02-16,0.9942096734776209,0.005090879848859942,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06942513690093866
2022-02-17,0.9809021341130245,-0.013385043134863307,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08188092158373916
2022-02-18,0.9761659761780751,-0.004828369487881812,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08631393972820633
2022-02-22,0.9678869430474322,-0.008481173624855676,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09406306984398172
2022-02-23,0.9603745294370867,-0.007761664380647959,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10109464824588732
2022-02-24,0.9533267964823687,-0.007338525480105007,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10769128807393757
2022-02-25,0.9762239461563843,0.024018153857106084,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08625968014286134
2022-02-28,0.9786354737404785,0.0024702606339343184,0.0,,,,,0.2,,0.2,,0.2,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08400250340107951
2022-03-01,0.9845823133912777,0.006378578287130266,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0784362937357106
2022-03-02,0.9960538725824825,0.011651193643416536,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0676989765392807
2022-03-03,0.9984186078273637,0.002374103760823787,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06548559717326274
2022-03-04,0.9976730501504193,-0.0007467385634636335,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0661834351159657
2022-03-07,0.9919310811682152,-0.005755361419593808,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0715578869464768
2022-03-08,0.9921479153706153,0.00021859805234123434,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07135493130885162
2022-03-09,0.9882098358847906,-0.003969246344032906,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07504095235265817
2022-03-10,0.9866145331674336,-0.001614336003778627,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07653414704529604
2022-03-11,0.9755847575091382,-0.01117941737882706,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08685795725057133
2022-03-14,0.9662474243534594,-0.009571011727898272,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09559765045096313
2022-03-15,0.9685377453603385,0.002370325601035095,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09345392240819084
2022-03-16,0.9835571954147116,0.015507346127006418,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0793957986028947
2022-03-17,0.9842382768177557,0.0006924675110092204,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07875831010292866
2022-03-18,0.9836435216964472,-0.0006042796092339709,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07931499767130956
2022-03-21,0.989097840764874,0.005545016002362235,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07420978460026206
2022-03-22,0.9940358735865912,0.004992461431215656,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06958781265648217
2022-03-23,0.9942047025955291,0.00016984196790488255,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0694297896196211
2022-03-24,1.0049610413990024,0.010819038348332512,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.059361914827700146
2022-03-25,1.01211460377518,0.007118248450924214,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05266621923504211
2022-03-28,1.0117323626121182,-0.0003776658904398378,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.053023994890898374
2022-03-29,1.0213899347997575,0.009545579981948072,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04398455969314374
2022-03-30,1.0199937565318393,-0.0013669395206952206,0.0,,,,,,,,,,0.2,,0.2,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045291374980894084
